source_ip,destination_ip,source_port,destination_port,protocol,packet_size,inter_arrival_time,payload_size,flow_duration,total_packets,total_bytes,flow_direction,session_duration,session_count,mean_packet_size,variance_packet_size,entropy,access_patterns,usage_frequency,temporal_patterns,country,region,city,application_data,behavioral_pattern,network_context
144.195.31.55,192.168.1.239,8801,57388,UDP,592,0.2501838207244873,578,382.85197162628174,190,118740,outbound,382.85197162628174,190,624.9473684210526,58691.94459833795,6.4511261035292184,144.195.31.55->192.168.1.239:57388,0.49627535988104343,2024-08-21 18:11:00,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,2.2419278621673584,1053,385.66502022743225,221,143638,outbound,385.66502022743225,221,649.9457013574661,143861.3273683995,5.304239516219514,192.168.1.239->144.195.31.55:8801,0.5730361541984624,2024-08-21 18:11:00,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.21999382972717285,1053,385.8850140571594,222,144705,outbound,385.8850140571594,222,651.8243243243244,143993.26193084978,5.312931485534825,192.168.1.239->144.195.31.55:8801,0.5753009106674356,2024-08-21 18:11:00,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.27826714515686035,1053,386.1632812023163,223,145772,outbound,386.1632812023163,223,653.6860986547085,144117.0494480082,5.318189496139339,192.168.1.239->144.195.31.55:8801,0.5774759301446043,2024-08-21 18:11:00,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.19501495361328125,1053,386.35829615592957,224,146839,outbound,386.35829615592957,224,655.53125,144232.89188058037,5.321240937499595,192.168.1.239->144.195.31.55:8801,0.5797727193351021,2024-08-21 18:11:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,302,1.527407169342041,288,387.20420026779175,172,41436,outbound,387.20420026779175,172,240.90697674418604,5868.851811790157,6.172156633174674,192.168.1.239->144.195.31.55:8801,0.4442100573316204,2024-08-21 18:11:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.35636186599731445,1053,386.7146580219269,225,147906,outbound,386.7146580219269,225,657.36,144340.98595555554,5.322673755592904,192.168.1.239->144.195.31.55:8801,0.581824338262457,2024-08-21 18:11:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.20316028594970703,1053,386.9178183078766,226,148973,outbound,386.9178183078766,226,659.1725663716815,144441.52331819249,5.3228368936305905,192.168.1.239->144.195.31.55:8801,0.584103365899185,2024-08-21 18:11:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.18240785598754883,1053,387.10022616386414,227,150040,outbound,387.10022616386414,227,660.9691629955947,144534.6906790351,5.321962509337628,192.168.1.239->144.195.31.55:8801,0.586411437289908,2024-08-21 18:11:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.19649982452392578,1053,387.29672598838806,228,151107,outbound,387.29672598838806,228,662.75,144620.66995614034,5.320216625827062,192.168.1.239->144.195.31.55:8801,0.5886959137548606,2024-08-21 18:11:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1067,0.20483827590942383,1053,387.5015642642975,229,152174,outbound,387.5015642642975,229,664.5152838427948,144699.63841269238,5.317724060787017,192.168.1.239->144.195.31.55:8801,0.5909653563199795,2024-08-21 18:11:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,0.1946260929107666,90,387.69619035720825,230,152278,outbound,387.69619035720825,230,662.0782608695653,145430.55909262758,5.306674449998044,192.168.1.239->144.195.31.55:8801,0.5932480269875412,2024-08-21 18:11:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57693,TCP,66,5.969728946685791,52,12.405781030654907,6,3656,outbound,12.405781030654907,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:57693,0.4836454863401097,2024-08-21 18:11:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,318,1.6003189086914062,304,388.80451917648315,173,41754,outbound,388.80451917648315,173,241.35260115606937,5869.083764910288,6.187769286002538,192.168.1.239->144.195.31.55:8801,0.44495367586371387,2024-08-21 18:11:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1117,4.660713195800781,1103,388.5442740917206,214,152086,outbound,388.5442740917206,214,710.6822429906542,94581.09529216525,6.733397170857394,192.168.1.239->144.195.31.55:8801,0.5507737837605675,2024-08-21 18:11:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,582,0.27826690673828125,568,388.82254099845886,215,152668,outbound,388.82254099845886,215,710.0837209302325,94217.84415359652,6.729718184360632,192.168.1.239->144.195.31.55:8801,0.5529514812796107,2024-08-21 18:11:03,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,581,0.20636701583862305,567,389.0289080142975,216,153249,outbound,389.0289080142975,216,709.4861111111111,93858.43499228396,6.741127997421813,192.168.1.239->144.195.31.55:8801,0.5552286618043861,2024-08-21 18:11:03,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,581,0.20740413665771484,567,389.2363121509552,217,153830,outbound,389.2363121509552,217,708.8940092165899,93501.63392724415,6.743246840627907,192.168.1.239->144.195.31.55:8801,0.557501942202767,2024-08-21 18:11:03,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,4.658841133117676,55,389.0329473018646,110,8063,outbound,389.0329473018646,110,73.3,180.31909090909093,0.9674258276662773,144.195.31.55->192.168.1.239:51487,0.28275240121152784,2024-08-21 18:11:03,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57693,TCP,1406,1.542677879333496,1392,13.948458909988403,7,5062,outbound,13.948458909988403,7,723.1428571428571,371760.97959183675,2.5216406363433186,34.117.59.81->192.168.1.239:57693,0.5018475550003122,2024-08-21 18:11:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57693,443,TCP,66,7.081482887268066,52,19.184882879257202,8,1316,outbound,19.184882879257202,8,164.5,28532.0,2.0,192.168.1.239->34.117.59.81:443,0.41699498768635396,2024-08-21 18:11:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57693,443,TCP,66,0.19734811782836914,52,19.38223099708557,9,1382,outbound,19.38223099708557,9,153.55555555555554,26320.02469135802,1.8799649487271108,192.168.1.239->34.117.59.81:443,0.4643428303662924,2024-08-21 18:11:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,593,2.3669309616088867,579,390.06312131881714,231,152871,outbound,390.06312131881714,231,661.7792207792207,144821.55731714176,5.323923984196765,192.168.1.239->144.195.31.55:8801,0.5922118430960119,2024-08-21 18:11:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,323,2.1877079010009766,309,390.99222707748413,174,42077,outbound,390.99222707748413,174,241.82183908045977,5873.4452701810005,6.184600338374287,192.168.1.239->144.195.31.55:8801,0.44502163457463795,2024-08-21 18:11:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57694,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-21 18:11:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,301,0.4034910202026367,287,391.39571809768677,175,42378,outbound,391.39571809768677,175,242.16,5859.780114285714,6.1843162723882354,192.168.1.239->144.195.31.55:8801,0.44711781940425444,2024-08-21 18:11:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,0.8640339374542236,90,390.92715525627136,232,152975,outbound,390.92715525627136,232,659.375,145532.57058189655,5.312813938195593,192.168.1.239->144.195.31.55:8801,0.5934609475975465,2024-08-21 18:11:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,1242,5.665640115737915,1228,388.51761174201965,191,119982,outbound,388.51761174201965,191,628.1780104712042,60367.69606096324,6.464556545772244,144.195.31.55->192.168.1.239:57388,0.4916122055409583,2024-08-21 18:11:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,905,0.3909749984741211,891,391.3181302547455,233,153880,outbound,391.3181302547455,233,660.4291845493563,145165.79004954966,5.329942551485968,192.168.1.239->144.195.31.55:8801,0.5954234725805282,2024-08-21 18:11:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,263,0.7840888500213623,249,392.17980694770813,176,42641,outbound,392.17980694770813,176,242.2784090909091,5828.939533832644,6.1997350453264275,192.168.1.239->144.195.31.55:8801,0.448773743272986,2024-08-21 18:11:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,144,7.316514015197754,130,390.61017394065857,126,28030,outbound,390.61017394065857,126,222.46031746031747,7529.565885613505,5.452754310520686,144.195.31.55->192.168.1.239:49484,0.32257224313655974,2024-08-21 18:11:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,2.656765937805176,55,391.6897132396698,111,8132,outbound,391.6897132396698,111,73.26126126126127,178.8596704812921,0.9617435623351072,144.195.31.55->192.168.1.239:51487,0.2833875801381604,2024-08-21 18:11:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57694,TCP,74,0.0,60,0.0,1,74,outbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:57694,0,2024-08-21 18:11:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57694,443,TCP,66,1.8141067028045654,52,1.8141067028045654,2,144,outbound,1.8141067028045654,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,1.1024709830508028,2024-08-21 18:11:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57694,443,TCP,583,0.21990299224853516,569,2.0340096950531006,3,727,outbound,2.0340096950531006,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,1.474919223490565,2024-08-21 18:11:07,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,987,3.731412887573242,973,392.96772503852844,218,154817,outbound,392.96772503852844,218,710.1697247706422,93425.88403753894,6.745376742097119,192.168.1.239->144.195.31.55:8801,0.5547529379890581,2024-08-21 18:11:07,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,231,1.4716081619262695,217,393.6514151096344,177,42872,outbound,393.6514151096344,177,242.21468926553672,5796.722270101184,6.2150259065648426,192.168.1.239->144.195.31.55:8801,0.4496363869305649,2024-08-21 18:11:07,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,1.278092861175537,55,392.96780610084534,112,8201,outbound,392.96780610084534,112,73.22321428571429,177.42338966836732,0.9561324340076747,144.195.31.55->192.168.1.239:51487,0.2850106249448282,2024-08-21 18:11:07,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,558,2.255434989929199,544,390.77304673194885,192,120540,outbound,390.77304673194885,192,627.8125,60078.798177083336,6.467469761594452,144.195.31.55->192.168.1.239:57388,0.4913337846755398,2024-08-21 18:11:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57693,TCP,66,4.160505056381226,52,18.10896396636963,8,5128,outbound,18.10896396636963,8,641.0,372523.0,2.4056390622295662,34.117.59.81->192.168.1.239:57693,0.4417701650330132,2024-08-21 18:11:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57693,443,TCP,66,3.960319995880127,52,23.3425509929657,10,1448,outbound,23.3425509929657,10,144.8,24377.96,1.7709505944546688,192.168.1.239->34.117.59.81:443,0.42840219147485253,2024-08-21 18:11:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,165,1.287607192993164,151,394.2553322315216,219,154982,outbound,394.2553322315216,219,707.6803652968036,94350.2083359396,6.735234507272,192.168.1.239->144.195.31.55:8801,0.5554775854531625,2024-08-21 18:11:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,823,2.9338910579681396,809,394.2520213127136,234,154703,outbound,394.2520213127136,234,661.1239316239316,144657.8863503543,5.346951227240592,192.168.1.239->144.195.31.55:8801,0.5935289798156682,2024-08-21 18:11:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,822,0.20740103721618652,808,394.4594223499298,235,155525,outbound,394.4594223499298,235,661.8085106382979,144151.98460842014,5.363841383976837,192.168.1.239->144.195.31.55:8801,0.595752025899203,2024-08-21 18:11:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,822,0.2055377960205078,808,394.6649601459503,236,156347,outbound,394.6649601459503,236,662.4872881355932,143649.44475366274,5.37213984085244,192.168.1.239->144.195.31.55:8801,0.5979755585920911,2024-08-21 18:11:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,181,1.886091947555542,167,395.53750705718994,178,43053,outbound,395.53750705718994,178,241.87078651685394,5785.090045448807,6.230190751737656,192.168.1.239->144.195.31.55:8801,0.45002053363870587,2024-08-21 18:11:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,0.3755331039428711,90,395.0404932498932,237,156451,outbound,395.0404932498932,237,660.1308016877637,144353.84365041213,5.361016870556206,192.168.1.239->144.195.31.55:8801,0.5999384975708792,2024-08-21 18:11:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,558,1.9259991645812988,544,392.69904589653015,193,121098,outbound,392.69904589653015,193,627.4507772020726,59792.63099680528,6.466480387452048,144.195.31.55->192.168.1.239:57388,0.49147050907491224,2024-08-21 18:11:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,558,0.18989086151123047,544,392.8889367580414,194,121656,outbound,392.8889367580414,194,627.0927835051547,59509.15633967477,6.463012811711197,144.195.31.55->192.168.1.239:57388,0.49377822038158814,2024-08-21 18:11:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,558,0.19017291069030762,544,393.0791096687317,195,122214,outbound,393.0791096687317,195,626.7384615384616,59228.33672583825,6.457749563048258,144.195.31.55->192.168.1.239:57388,0.4960833460835319,2024-08-21 18:11:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,148,1.010282039642334,134,396.5477890968323,179,43201,outbound,396.5477890968323,179,241.3463687150838,5801.723604132206,6.222093395405085,192.168.1.239->144.195.31.55:8801,0.4513957836145956,2024-08-21 18:11:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57694,TCP,66,3.94761323928833,52,3.94761323928833,2,140,outbound,3.94761323928833,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:57694,0.5066352448348149,2024-08-21 18:11:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,76,3.0936760902404785,62,396.0614821910858,113,8277,outbound,396.0614821910858,113,73.24778761061947,175.92090218497924,0.9714294014744977,144.195.31.55->192.168.1.239:51487,0.28530923879510567,2024-08-21 18:11:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57694,443,TCP,66,3.9010512828826904,52,5.935060977935791,4,793,outbound,5.935060977935791,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,0.6739610620464419,2024-08-21 18:11:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,1.6347780227661133,90,396.6752712726593,238,156555,outbound,396.6752712726593,238,657.7941176470588,145041.35677212063,5.349844544217967,192.168.1.239->144.195.31.55:8801,0.5999869849119179,2024-08-21 18:11:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57863,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-21 18:11:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,924,3.0514638423919678,910,397.3067960739136,220,155906,outbound,397.3067960739136,220,708.6636363636363,94133.07776859505,6.746532400069704,192.168.1.239->144.195.31.55:8801,0.5537282577946941,2024-08-21 18:11:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,1.0299789905548096,55,397.0914611816406,114,8346,outbound,397.0914611816406,114,73.21052631578948,174.53462603878117,0.9659145431124672,144.195.31.55->192.168.1.239:51487,0.2870875129391242,2024-08-21 18:11:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,591,1.8185040950775146,577,394.8976137638092,196,122805,outbound,394.8976137638092,196,626.5561224489796,58932.63460537276,6.470994301325582,144.195.31.55->192.168.1.239:57388,0.49633118349818356,2024-08-21 18:11:12,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,590,0.26148295402526855,576,395.1590967178345,197,123395,outbound,395.1590967178345,197,626.3705583756346,58640.23324486588,6.46434430211293,144.195.31.55->192.168.1.239:57388,0.49853337968496503,2024-08-21 18:11:12,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,542,0.8774361610412598,528,398.18423223495483,221,156448,outbound,398.18423223495483,221,707.9095022624434,93832.25425359841,6.7577577224679395,192.168.1.239->144.195.31.55:8801,0.5550194661389692,2024-08-21 18:11:12,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,541,0.19936800003051758,527,398.38360023498535,222,156989,outbound,398.38360023498535,222,707.1576576576576,93534.51118009901,6.768911321484836,192.168.1.239->144.195.31.55:8801,0.5572518544163313,2024-08-21 18:11:12,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,541,0.20591998100280762,527,398.58952021598816,223,157530,outbound,398.58952021598816,223,706.4125560538116,93238.32307104506,6.771025420278651,192.168.1.239->144.195.31.55:8801,0.5594728127301503,2024-08-21 18:11:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,541,0.20693302154541016,527,398.79645323753357,224,158071,outbound,398.79645323753357,224,705.6741071428571,92943.6839724171,6.76977949142253,192.168.1.239->144.195.31.55:8801,0.5616900506047875,2024-08-21 18:11:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,165,0.1910839080810547,151,398.9875371456146,225,158236,outbound,398.9875371456146,225,703.2711111111112,93824.06427654321,6.759330687579739,192.168.1.239->144.195.31.55:8801,0.5639273888344134,2024-08-21 18:11:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,949,2.3119821548461914,935,398.9872534275055,239,157504,outbound,398.9872534275055,239,659.0125523012553,144787.81992612174,5.366542012401608,192.168.1.239->144.195.31.55:8801,0.5990166300974962,2024-08-21 18:11:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,949,0.1949748992919922,935,399.1822283267975,240,158453,outbound,399.1822283267975,240,660.2208333333333,144533.4637326389,5.374792153344293,192.168.1.239->144.195.31.55:8801,0.6012291704617667,2024-08-21 18:11:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,949,0.20311880111694336,935,399.38534712791443,241,159402,outbound,399.38534712791443,241,661.4190871369294,144278.33473941564,5.379866458032539,192.168.1.239->144.195.31.55:8801,0.6034272457241977,2024-08-21 18:11:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,106,3.710951805114746,92,400.258740901947,180,43307,outbound,400.258740901947,180,240.59444444444443,5870.696635802469,6.217086725067291,192.168.1.239->144.195.31.55:8801,0.4497091046516216,2024-08-21 18:11:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,320,0.22378802299499512,306,400.482528924942,181,43627,outbound,400.482528924942,181,241.0331491712707,5872.90497848051,6.216902051009208,192.168.1.239->144.195.31.55:8801,0.4519547968443907,2024-08-21 18:11:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,0.6193451881408691,90,400.0046923160553,242,159506,outbound,400.0046923160553,242,659.1157024793389,144960.7882658288,5.368739333852429,192.168.1.239->144.195.31.55:8801,0.6049929029552203,2024-08-21 18:11:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,739,0.1931748390197754,725,400.1978671550751,243,160245,outbound,400.1978671550751,243,659.4444444444445,144390.3950617284,5.385182937234732,192.168.1.239->144.195.31.55:8801,0.6071996378377461,2024-08-21 18:11:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,113,8.756577968597412,99,399.366751909256,127,28143,outbound,399.366751909256,127,221.5984251968504,7563.878107756215,5.460415180981741,144.195.31.55->192.168.1.239:49484,0.3180034376743934,2024-08-21 18:11:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,319,0.8423981666564941,305,401.3249270915985,182,43946,outbound,401.3249270915985,182,241.46153846153845,5873.852916314456,6.220910935092159,192.168.1.239->144.195.31.55:8801,0.45349787096195066,2024-08-21 18:11:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57863,TCP,74,0.0,60,0.0,1,74,outbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:57863,0,2024-08-21 18:11:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,57862,TCP,66,0.0,52,0.0,1,66,outbound,0.0,1,66.0,0.0,-0.0,34.117.59.81->192.168.1.239:57862,0,2024-08-21 18:11:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57863,443,TCP,66,4.38373875617981,52,4.38373875617981,2,144,outbound,4.38373875617981,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,0.45623156653223823,2024-08-21 18:11:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57862,443,TCP,66,0.0,52,0.0,1,66,outbound,0.0,1,66.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-21 18:11:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,57863,443,TCP,583,0.40094900131225586,569,4.784687757492065,3,727,outbound,4.784687757492065,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,0.6270001621950092,2024-08-21 18:11:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,316,1.2690200805664062,302,402.5939471721649,183,44262,outbound,402.5939471721649,183,241.86885245901638,5871.950013437248,6.220794254505054,192.168.1.239->144.195.31.55:8801,0.45455228844198703,2024-08-21 18:11:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,175,1.6653399467468262,161,401.0320918560028,128,28318,outbound,401.0320918560028,128,221.234375,7521.616943359375,5.483670099723566,144.195.31.55->192.168.1.239:49484,0.3191764514595518,2024-08-21 18:11:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,246,0.20339608192443848,232,401.23548793792725,129,28564,outbound,401.23548793792725,129,221.42635658914728,7468.027522384472,5.506651850497797,144.195.31.55->192.168.1.239:49484,0.321506955087574,2024-08-21 18:11:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1045,2.338994026184082,1031,402.53686118125916,244,161290,outbound,402.53686118125916,244,661.0245901639345,144405.36824778284,5.4015160890868,192.168.1.239->144.195.31.55:8801,0.6061556680398735,2024-08-21 18:11:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1018,3.941260814666748,1004,402.9287979602814,226,159254,outbound,402.9287979602814,226,704.6637168141593,93845.26744459236,6.770394168970998,192.168.1.239->144.195.31.55:8801,0.5608931432651729,2024-08-21 18:11:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1045,0.39083409309387207,1031,402.927695274353,245,162335,outbound,402.927695274353,245,662.5918367346939,144415.28646397335,5.409576777254963,192.168.1.239->144.195.31.55:8801,0.6080495405836518,2024-08-21 18:11:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,0.18911409378051758,90,403.11680936813354,246,162439,outbound,403.11680936813354,246,660.3211382113822,145091.47004098087,5.398451799433002,192.168.1.239->144.195.31.55:8801,0.6102449570028928,2024-08-21 18:11:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,6.083022117614746,55,403.17448329925537,115,8415,outbound,403.17448329925537,115,73.17391304347827,173.16975425330813,0.9604662484368107,144.195.31.55->192.168.1.239:51487,0.28523630528135757,2024-08-21 18:11:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,309,1.6384530067443848,295,404.2324001789093,184,44571,outbound,404.2324001789093,184,242.2336956521739,5864.396473298677,6.220721687938989,192.168.1.239->144.195.31.55:8801,0.45518370105553985,2024-08-21 18:11:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,1045,0.7177019119262695,1031,403.8345112800598,247,163484,outbound,403.8345112800598,247,661.8785425101214,145100.7301873494,5.403450983993186,192.168.1.239->144.195.31.55:8801,0.6116366806221402,2024-08-21 18:11:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
